,nube1,tamaño_nube1,nube2,tamaño_nube2,matcheos,label,rmse,radio,giros
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.002677045500465881,0.1,8.0
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.019663724500033036,0.1,8.0
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.001561016167711001,0.1,8.0
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_3_13.ply,26,11,True,0.004708558596632023,0.1,8.0
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_10_16.ply,21,4,True,0.0031502247859045143,0.1,8.0
0,VID_20220217_101324_mod4_7_15.ply,21,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.0016395520506070284,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_1_23.ply,18,3,True,0.0023583008086843645,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_5_21.ply,21,5,True,0.003480681511148272,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_7_15.ply,21,9,True,0.004578254268781533,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_3_17.ply,20,20,True,5.836246272473574e-17,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_8_15.ply,23,4,True,0.0039336262279319745,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_2_15.ply,21,4,True,0.0029040382440638918,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.009813624372882359,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_5_18.ply,22,3,True,0.001590889776098935,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.00532017874242965,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_11_22.ply,18,3,True,0.0019206492918478883,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_11_24.ply,18,4,True,0.005152337872067643,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_10_24.ply,19,3,True,0.0013560005894898254,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_3_21.ply,21,3,True,0.0007459137557480973,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0016727405845970344,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.0006679619343332123,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.0026412717037281935,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.002141408096063463,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_3_13.ply,26,12,True,0.00409788843756445,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_10_16.ply,21,5,True,0.004204934666320862,0.1,8.0
0,VID_20220217_101324_mod4_3_17.ply,20,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.0027295494055335537,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_1_23.ply,18,4,True,0.0021428225356155705,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_5_21.ply,21,3,True,0.000523452088367673,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_7_15.ply,21,10,True,0.00345814379683235,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_3_17.ply,20,4,True,0.0023965380765229413,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_8_15.ply,23,23,True,2.650410801023615e-16,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_2_15.ply,21,3,True,0.0019418492311255964,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.013070122693186094,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_5_18.ply,22,3,True,0.0006230102530048099,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.004428063808612199,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_11_22.ply,18,3,True,0.003805578281947977,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.0003979030475813282,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_10_24.ply,19,4,True,0.003607899045094207,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_3_21.ply,21,3,True,0.0015763688391746387,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0025239529751216266,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.003876105205833561,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.003624461346102696,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_12_23.ply,21,5,True,0.004756862365328136,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_3_13.ply,26,8,True,0.004100565260659973,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_10_16.ply,21,8,True,0.006885664560376398,0.1,8.0
0,VID_20220217_101324_mod4_8_15.ply,23,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.0036988317076503746,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_1_23.ply,18,3,True,0.0012270676390075275,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_5_21.ply,21,5,True,0.0027358697194293405,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_7_15.ply,21,4,True,0.0030162805773031698,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_3_17.ply,20,4,True,0.002326441124092874,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_8_15.ply,23,3,True,0.0033594320096436412,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_2_15.ply,21,21,True,1.2039884172515018e-16,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.005583172397219516,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_5_18.ply,22,8,True,0.0036067283075308008,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.0006896915156185067,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_11_22.ply,18,3,True,0.0023741818132092495,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.00446530838755225,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_10_24.ply,19,3,True,0.0007277620525530134,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_3_21.ply,21,9,True,0.0028445728891114516,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0005889257191499805,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.0039628826339507565,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.008335762957776969,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.0014707218142707102,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_3_13.ply,26,6,True,0.0017144744860225782,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_10_16.ply,21,3,True,0.0021280459827475785,0.1,8.0
0,VID_20220217_101324_mod4_2_15.ply,21,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.002341126958437576,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_1_23.ply,18,3,True,0.0010950935831088274,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_5_21.ply,21,3,True,0.000504225175456991,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_7_15.ply,21,4,True,0.0026101550244025493,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_3_17.ply,20,3,True,0.0018307272071228812,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_8_15.ply,23,3,True,0.004801922983095976,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_2_15.ply,21,3,True,0.0010006800268065736,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_18_24.ply,27,27,True,5.115082816635231e-16,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_5_18.ply,22,3,True,0.0013365849681696903,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.0018652546335395058,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_11_22.ply,18,3,True,0.0014068365062653197,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.0013837357503416207,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_10_24.ply,19,3,True,0.005144835064847997,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_3_21.ply,21,3,True,0.0005397970447414173,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0013845636430121282,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.003594999661824225,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.006147685983349394,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.004746460312552422,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_3_13.ply,26,3,True,0.0023640286064206526,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_10_16.ply,21,3,True,0.003989089435270746,0.1,8.0
0,VID_20220217_101324_mod4_18_24.ply,27,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.003278347573393686,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_1_23.ply,18,3,True,0.0015588113134650827,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_5_21.ply,21,8,True,0.002815008131520712,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_7_15.ply,21,3,True,0.00020367140675828452,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_3_17.ply,20,3,True,0.0008748982006985302,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_8_15.ply,23,3,True,0.002704743836515858,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_2_15.ply,21,5,True,0.001738941060614904,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.008820380184763449,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_5_18.ply,22,22,True,1.3296655369406954e-16,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.004824118163916899,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_11_22.ply,18,4,True,0.003275131167218943,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.003562765284665044,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_10_24.ply,19,3,True,0.003015294778701487,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_3_21.ply,21,5,True,0.0020420013746584417,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0023222822434492427,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_10_21.ply,21,4,True,0.002288033347837633,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.001269659129576928,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.004267642551064008,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_3_13.ply,26,4,True,0.0012953560306793674,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_10_16.ply,21,3,True,0.002319801158666865,0.1,8.0
0,VID_20220217_101324_mod4_5_18.ply,22,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.001725644051986971,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_1_23.ply,18,5,True,0.003033472056163252,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_5_21.ply,21,3,True,0.003758092107798887,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_7_15.ply,21,3,True,0.003837070721585166,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_3_17.ply,20,3,True,0.0016010976788274343,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_8_15.ply,23,3,True,0.0020198293410313194,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_2_15.ply,21,3,True,0.0003579591890629181,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.020011663445835052,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_5_18.ply,22,3,True,0.0007442998421364821,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_2_23.ply,16,16,True,2.413501779970251e-16,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_11_22.ply,18,3,True,0.005783004521361176,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.0007410215471213835,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_10_24.ply,19,3,True,0.0008005399400856214,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_3_21.ply,21,3,True,0.0005398288806204521,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0037672324075835382,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.0024282101993118063,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.008578773551285394,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_12_23.ply,21,4,True,0.00771695255443449,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_3_13.ply,26,3,True,0.0020383428172696927,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_10_16.ply,21,3,True,0.006385405546830163,0.1,8.0
0,VID_20220217_101324_mod4_2_23.ply,16,VID_20220217_101324_mod4_6_23.ply,17,3,True,0.003863569853643914,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_1_23.ply,18,3,True,0.0016888035310086901,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_5_21.ply,21,4,True,0.0015851244246465296,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_7_15.ply,21,3,True,0.0009324509702771812,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_3_17.ply,20,3,True,0.0009672950228276123,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_8_15.ply,23,3,True,0.0008773845616432682,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_2_15.ply,21,3,True,0.002261238300033335,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_18_24.ply,27,3,True,0.007880764796544176,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_5_18.ply,22,4,True,0.0021368500346868645,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_2_23.ply,16,3,True,0.0007129273891665385,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_11_22.ply,18,18,True,1.5929759099754625e-16,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_11_24.ply,18,3,True,0.002673790530553721,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_10_24.ply,19,2,True,9.008222151866987e-18,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_3_21.ply,21,3,True,0.0011456080739437502,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_2_19.ply,17,3,True,0.0016535060776941227,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_10_21.ply,21,3,True,0.0018922068393352818,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_1_8.ply,32,3,True,0.010791204069435723,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_12_23.ply,21,3,True,0.004059549609843599,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_3_13.ply,26,3,True,0.0022096824545225014,0.1,8.0
0,VID_20220217_101324_mod4_11_22.ply,18,VID_20220217_101324_mod4_10_16.ply,21,3,True,0.002358406515242306,0.1,8.0
